TIME,CH1
5.4912e-05,0.08
5.5104e-05,0.16
5.5136e-05,0.08
5.5168e-05,0.16
5.52e-05,0.08
5.5232e-05,0.16
5.5488e-05,0.08
5.552e-05,0.16
5.5584e-05,0.08
5.5616e-05,0.16
5.568e-05,0.08
5.5712e-05,0.16
5.5744e-05,0.08
5.5808e-05,0.16
5.5904e-05,0.08
5.5936e-05,0.16
5.6064e-05,0.08
5.6192e-05,0.16
5.6224e-05,0.08
5.6288e-05,0.16
5.632e-05,0.08
5.6352e-05,0.16
5.6416e-05,0.08
5.6448e-05,0.16
5.648e-05,0.08
5.6512e-05,0.16
5.6544e-05,0.08
5.6576e-05,0.16
5.664e-05,0.08
5.6672e-05,0.16
5.6704e-05,0.08
5.68e-05,0.16
5.6832e-05,0.08
5.696e-05,0.16
5.6992e-05,0.08
5.7024e-05,0.16
5.7088e-05,0.08
5.712e-05,0.16
5.7184e-05,0.08
5.7248e-05,0.16
5.7312e-05,0.08
5.7344e-05,0.16
5.7408e-05,0.08
5.744e-05,0.16
5.7568e-05,0.08
5.7632e-05,0.16
5.7856e-05,0.08
5.7888e-05,0.16
5.7984e-05,0.08
5.8048e-05,0.16
5.8144e-05,0.08
5.8176e-05,0.16
5.8336e-05,0.08
5.8368e-05,0.16
5.8464e-05,0.08
5.8496e-05,0.16
5.8592e-05,0.08
5.8656e-05,0.16
5.872e-05,0.08
5.8752e-05,0.16
5.8848e-05,0.08
5.8976e-05,0.16
5.9008e-05,0.08
5.904e-05,0.16
5.9104e-05,0.08
5.936e-05,0.16
5.9392e-05,0.08
5.9456e-05,0.16
5.952e-05,0.08
5.9552e-05,0.16
5.9584e-05,0.08
5.9616e-05,0.16
5.9648e-05,0.08
5.968e-05,0.16
5.9712e-05,0.08
5.9776e-05,0.16
5.9808e-05,0.08
5.984e-05,0.16
5.9872e-05,0.08
5.9968e-05,0.16
6e-05,0.08
6.0032e-05,0.16
6.0096e-05,0.08
6.0192e-05,0.16
6.0256e-05,0.08
6.0288e-05,0.16
6.0352e-05,0.08
6.0384e-05,0.16
6.048e-05,0.08
6.0512e-05,0.16
6.0544e-05,0.08
6.0608e-05,0.16
6.0672e-05,0.08
6.0768e-05,0.16
6.0832e-05,0.08
6.1088e-05,0.16
6.1184e-05,0.08
6.1216e-05,0.16
6.1344e-05,0.08
6.1376e-05,0.16
6.1408e-05,0.08
6.144e-05,0.16
6.1472e-05,0.08
6.1536e-05,0.16
6.1568e-05,0.08
6.1632e-05,0.16
6.1664e-05,0.08
6.1728e-05,0.16
6.176e-05,0.08
6.192e-05,0.16
6.1984e-05,0.08
6.2144e-05,0.16
6.2272e-05,0.08
6.2304e-05,0.16
6.2368e-05,0.08
6.24e-05,0.16
6.2432e-05,0.08
6.2496e-05,0.16
6.2528e-05,0.08
6.256e-05,0.16
6.2656e-05,0.08
6.2688e-05,0.16
6.2816e-05,0.08
6.2944e-05,0.16
6.2976e-05,0.08
6.304e-05,0.16
6.3072e-05,0.08
6.3136e-05,0.16
6.3296e-05,0.08
6.3328e-05,0.16
6.3456e-05,0.08
6.3488e-05,0.16
6.3552e-05,0.08
6.3584e-05,0.16
6.368e-05,0.08
6.3712e-05,0.16
6.384e-05,0.08
6.3904e-05,0.16
6.3936e-05,0.08
6.4e-05,0.16
6.4032e-05,0.08
6.4128e-05,0.16
6.416e-05,0.08
6.4256e-05,0.16
6.448e-05,0.08
6.4608e-05,0.16
6.4672e-05,0.08
6.48e-05,0.16
6.4864e-05,0.08
6.496e-05,0.16
6.5024e-05,0.08
6.5088e-05,0.16
6.512e-05,0.08
6.5152e-05,0.16
6.5216e-05,0.08
6.5248e-05,0.16
6.528e-05,0.08
6.5312e-05,0.16
6.5376e-05,0.08
6.5408e-05,0.16
6.5536e-05,0.08
6.5568e-05,0.16
6.56e-05,0.08
6.5664e-05,0.16
6.5728e-05,0.08
6.5856e-05,0.16
6.592e-05,0.08
6.5952e-05,0.16
6.6016e-05,0.08
6.6112e-05,0.16
6.6336e-05,0.08
6.6368e-05,0.16
6.6592e-05,0.08
6.672e-05,0.16
6.6752e-05,0.08
6.6784e-05,0.16
6.6816e-05,0.08
6.6848e-05,0.16
6.6944e-05,0.08
6.7072e-05,0.16
6.72e-05,0.08
6.7232e-05,0.16
6.7296e-05,0.08
6.736e-05,0.16
6.7424e-05,0.08
6.7456e-05,0.16
6.7488e-05,0.08
6.752e-05,0.16
6.7552e-05,0.08
6.768e-05,0.16
6.7712e-05,0.08
6.7744e-05,0.16
6.784e-05,0.08
6.7904e-05,0.16
6.7936e-05,0.08
6.7968e-05,0.16
6.8e-05,0.08
6.8032e-05,0.16
6.8064e-05,0.08
6.816e-05,0.16
6.8224e-05,0.08
6.8256e-05,0.16
6.832e-05,0.08
6.8352e-05,0.16
6.8384e-05,0.08
6.848e-05,0.16
6.8512e-05,0.08
6.8608e-05,0.16
6.8704e-05,0.08
6.9024e-05,0.16
6.912e-05,0.08
6.928e-05,0.16
6.9312e-05,0.08
6.9344e-05,0.16
6.9408e-05,0.08
6.9568e-05,0.16
6.96e-05,0.08
6.9632e-05,0.16
6.9664e-05,0.08
6.9728e-05,0.16
6.976e-05,0.08
6.9888e-05,0.16
6.9984e-05,0.08
7.0016e-05,0.16
7.0144e-05,0.08
7.0368e-05,0.16
7.0464e-05,0.08
7.0496e-05,0.16
7.056e-05,0.08
7.0592e-05,0.16
7.0624e-05,0.08
7.0656e-05,0.16
7.0688e-05,0.08
7.0752e-05,0.16
7.0944e-05,0.08
7.1008e-05,0.16
7.104e-05,0.08
7.1072e-05,0.16
7.12e-05,0.08
7.1296e-05,0.16
7.1488e-05,0.08
7.1584e-05,0.16
7.168e-05,0.08
7.1712e-05,0.16
7.1776e-05,0.08
